sector,CountryDestination,CountryOrigin,pi
1,4,15,2.58399E-05
1,4,16,1.65352E-06
1,4,17,5.99114E-05
1,4,18,7.73643E-05
1,4,19,1.38454E-06
1,4,20,0.000126952
1,4,21,0.000196315
1,4,22,6.27479E-06
1,4,23,2.106E-08
1,4,24,0.000130474
1,4,25,0.000154473
1,4,26,0.000257995
1,4,27,4.02507E-05
1,4,28,0.001395834
1,4,29,0.000294809
1,4,30,0.004276071
1,4,31,0.013647172
1,5,1,0.000788399
1,5,2,0.000641137
1,5,3,2.07332E-06
1,5,4,0.001891357
1,5,5,0.893042225
1,5,6,0.002787574
1,5,7,0.001864134
1,5,8,0.000256942
1,5,9,7.99435E-05
1,5,10,0.000456297
1,5,11,0.000247943
1,5,12,8.51142E-05
1,5,13,9.9987E-06
1,5,14,0.000621638
1,5,15,0.001379065
1,5,16,2.0353E-08
1,5,17,0.000473375
1,5,18,0.000570721
1,5,19,5.40971E-05
1,5,20,0.003334604
1,5,21,0.001511324
1,5,22,0.000564713
1,5,23,2.74483E-05
1,5,24,9.78263E-05
1,5,25,4.72775E-05
1,5,26,0.000917254
1,5,27,1.78679E-05
1,5,28,0.000470802
1,5,29,0.000302623
1,5,30,0.071238625
1,5,31,0.016217579
1,6,1,0.015033855
1,6,2,9.04681E-05
1,6,3,1.78326E-06
1,6,4,0.005892274
1,6,5,0.01335414
1,6,6,0.914729249
1,6,7,0.000505697
1,6,8,0.000475317
1,6,9,0
1,6,10,0.000296734
1,6,11,0.000512969
1,6,12,3.29424E-06
1,6,13,4.27336E-07
1,6,14,0.000366717
1,6,15,0.002524921
1,6,16,7.72323E-06
1,6,17,0.000146232
1,6,18,4.96971E-05
1,6,19,7.18675E-07
1,6,20,0.000221824
1,6,21,0.0002323
1,6,22,0.000507685
1,6,23,0
1,6,24,0
1,6,25,3.02196E-06
1,6,26,0.000129028
1,6,27,6.74584E-06
1,6,28,0.000480388
1,6,29,0.000607966
1,6,30,0.020637741
1,6,31,0.023181084
1,7,1,8.72098E-05
1,7,2,0.002286765
1,7,3,5.44E-08
1,7,4,3.38313E-06
1,7,5,0.0025832
1,7,6,7.88932E-06
1,7,7,0.985795511
1,7,8,0.000375728
1,7,9,6.92748E-05
1,7,10,4.41155E-05
1,7,11,1.35543E-05
1,7,12,0
1,7,13,1.48707E-06
1,7,14,2.63711E-05
1,7,15,0.00029854
1,7,16,4.73677E-06
1,7,17,1.31595E-05
1,7,18,0.000158284
1,7,19,3.78491E-05
1,7,20,2.65307E-06
1,7,21,3.82457E-05
1,7,22,0.000476136
1,7,23,7.61039E-06
1,7,24,6.74027E-06
1,7,25,5.6986E-07
1,7,26,6.04745E-06
1,7,27,5.13226E-07
1,7,28,1.30627E-06
1,7,29,4.12143E-05
1,7,30,0.003154181
1,7,31,0.004457669
1,8,1,0.000406498
1,8,2,8.09317E-05
1,8,3,0.000157287
1,8,4,0.005696773
1,8,5,0.000487507
1,8,6,0.00048831
1,8,7,0.000576203
1,8,8,0.862785379
1,8,9,0.000324712
1,8,10,0.004832296
1,8,11,0.02072173
1,8,12,0.000260363
1,8,13,0.000248897
1,8,14,0.000382708
1,8,15,0.001580127
1,8,16,0.000378936
1,8,17,0.004538474
1,8,18,0.000263274
1,8,19,1.31073E-06
1,8,20,0.000577823
1,8,21,0.018776315
1,8,22,7.69446E-05
1,8,23,0.019334539
1,8,24,0.000116891
1,8,25,0.000483322
1,8,26,0.005403324
1,8,27,0.007629646
1,8,28,0.001218194
1,8,29,0.006590638
1,8,30,0.012742777
1,8,31,0.02283787
1,9,1,0.003053619
1,9,2,0.000188063
1,9,3,5.93565E-05
1,9,4,0.005109581
1,9,5,0.00119699
1,9,6,0.000550974
1,9,7,0.000208645
1,9,8,0.004244921
1,9,9,0.909049437
1,9,10,0.002730873
1,9,11,0.003121338
1,9,12,0.000341149
1,9,13,0.000728076
1,9,14,0.000378846
1,9,15,0.000480497
1,9,16,6.44423E-05
1,9,17,0.002655331
1,9,18,7.40082E-05
1,9,19,4.5001E-06
1,9,20,0.000251543
1,9,21,0.008855102
1,9,22,0.00052912
1,9,23,0.000821813
1,9,24,4.79691E-05
1,9,25,0.001385035
1,9,26,0.009354796
1,9,27,0.001057167
1,9,28,0.000833602
1,9,29,0.000958072
1,9,30,0.011144658
1,9,31,0.030520476
1,10,1,0.001655231
1,10,2,0.002293713
1,10,3,0.000122807
1,10,4,0.002861568
1,10,5,0.002234097
1,10,6,0.000768044
1,10,7,0.000915466
1,10,8,0.001880163
1,10,9,8.58676E-05
1,10,10,0.891543227
1,10,11,0.003918863
1,10,12,0.000729647
1,10,13,0.000279385
1,10,14,0.00046321
1,10,15,0.001533122
1,10,16,0.000981101
1,10,17,0.004484591
1,10,18,6.00273E-05
1,10,19,4.4679E-05
1,10,20,0.000626446
1,10,21,0.01099748
1,10,22,0.000466808
1,10,23,0.002046589
1,10,24,0.000239451
1,10,25,0.001712173
1,10,26,0.014921999
1,10,27,7.22719E-05
1,10,28,0.001667999
1,10,29,0.004996347
1,10,30,0.004724037
1,10,31,0.04067359
1,11,1,0.004249573
1,11,2,0.003535003
1,11,3,0.001015024
1,11,4,0.007001649
1,11,5,0.0022305
1,11,6,0.001753139
1,11,7,0.00187381
1,11,8,0.005641283
1,11,9,0.000418106
1,11,10,0.019263937
1,11,11,0.766764942
1,11,12,0.004801642
1,11,13,0.002144136
1,11,14,0.002056088
1,11,15,0.002532946
1,11,16,0.000421194
1,11,17,0.018528625
1,11,18,0.000310133
1,11,19,0.000178021
1,11,20,0.000720091
1,11,21,0.040734114
1,11,22,0.002188771
1,11,23,0.003149554
1,11,24,0.000153121
1,11,25,0.003100082
1,11,26,0.01897642
1,11,27,0.000189812
1,11,28,0.005474611
1,11,29,0.002418685
1,11,30,0.020010969
1,11,31,0.05816402
1,12,1,0.002932534
1,12,2,0.000293699
1,12,3,0.000234755
1,12,4,0.002000862
1,12,5,0.000533679
1,12,6,0.000196046
1,12,7,0.000405096
1,12,8,0.001740522
1,12,9,0.000205007
1,12,10,0.009482254
1,12,11,0.002818942
1,12,12,0.939005184
1,12,13,0.000818887
1,12,14,0.000493199
1,12,15,0.000161659
1,12,16,8.38295E-05
1,12,17,0.003150529
1,12,18,3.20115E-05
1,12,19,9.54213E-05
1,12,20,2.41584E-05
1,12,21,0.007385083
1,12,22,2.40398E-05
1,12,23,3.46057E-06
1,12,24,2.78551E-05
1,12,25,0.0002269
1,12,26,0.001140941
1,12,27,0.000133592
1,12,28,0.00210035
1,12,29,0.002006034
1,12,30,0.008050753
1,12,31,0.014192718
1,13,1,9.71557E-05
1,13,2,5.06078E-06
1,13,3,0.002524148
1,13,4,0.001423305
1,13,5,0.000246498
1,13,6,1.03705E-05
1,13,7,0.000355788
1,13,8,0.000550278
1,13,9,6.63348E-07
1,13,10,0.001647108
1,13,11,0.003722809
1,13,12,0.002057914
1,13,13,0.955158552
1,13,14,0.000541527
1,13,15,0.001193713
1,13,16,8.25387E-06
1,13,17,0.000948569
1,13,18,3.49166E-05
1,13,19,0
1,13,20,3.4975E-05
1,13,21,0.005718963
1,13,22,4.04226E-05
1,13,23,0
1,13,24,0
1,13,25,2.32695E-05
1,13,26,0.001511352
1,13,27,6.23503E-05
1,13,28,0.000921697
1,13,29,0.000488678
1,13,30,0.002213822
1,13,31,0.01845784
1,14,1,3.2315E-06
1,14,2,0.000563157
1,14,3,2.13397E-07
1,14,4,6.04677E-05
1,14,5,0.000142623
1,14,6,7.29621E-05
1,14,7,0.000268429
1,14,8,1.24779E-05
1,14,9,1.66585E-07
1,14,10,2.62526E-05
1,14,11,3.91961E-05
1,14,12,1.15559E-06
1,14,13,7.32328E-05
1,14,14,0.992424028
1,14,15,0.00022989
1,14,16,9.0152E-08
1,14,17,1.50821E-05
1,14,18,5.12632E-05
1,14,19,2.64892E-05
1,14,20,2.19727E-06
1,14,21,3.61865E-05
1,14,22,2.19082E-05
1,14,23,0
1,14,24,2.65177E-06
1,14,25,3.86924E-05
1,14,26,1.30098E-06
1,14,27,3.60789E-07
1,14,28,7.89869E-05
1,14,29,1.57906E-05
1,14,30,0.000774935
1,14,31,0.005016581
1,15,1,0.002379554
1,15,2,0.012444374
1,15,3,1.27891E-05
1,15,4,0.000884452
1,15,5,0.003244249
1,15,6,0.000147104
1,15,7,0.008605299
1,15,8,3.98479E-05
1,15,9,1.33099E-06
1,15,10,0.000134524
1,15,11,0.000312581
1,15,12,0.000191798
1,15,13,7.6367E-08
1,15,14,0.001608203
1,15,15,0.948941165
1,15,16,0
1,15,17,6.47318E-05
1,15,18,0.000184857
1,15,19,0.000172386
1,15,20,1.87886E-05
1,15,21,0.000154908
1,15,22,0.00018983
1,15,23,3.52646E-07
1,15,24,0
1,15,25,0
1,15,26,5.01865E-05
1,15,27,2.49928E-07
1,15,28,0.000275518
1,15,29,0.000105981
1,15,30,0.010726896
1,15,31,0.009107968
1,16,1,0.000495218
1,16,2,0.00019325
1,16,3,3.44638E-06
1,16,4,0.000840758
1,16,5,0.001029144
1,16,6,0.000482194
1,16,7,0.000289721
1,16,8,0.000513335
1,16,9,0.000447536
1,16,10,0.008274028
1,16,11,0.001330119
1,16,12,0.000398978
1,16,13,1.54823E-05
1,16,14,0.000485192
1,16,15,0.001114615
1,16,16,0.928417876
1,16,17,0.0016878
1,16,18,2.16663E-05
1,16,19,0.00105444
1,16,20,5.17236E-05
1,16,21,0.007471677
1,16,22,0.000538781
1,16,23,5.08897E-05
1,16,24,8.11519E-05
1,16,25,0.001491685
1,16,26,0.004711305
1,16,27,3.8393E-05
1,16,28,0.001806476
1,16,29,0.017189732
1,16,30,0.006943427
1,16,31,0.01252996
1,17,1,0.003005073
1,17,2,0.006045304
1,17,3,0.001865728
1,17,4,0.006151272
1,17,5,0.002043954
1,17,6,0.000778309
1,17,7,0.004837673
1,17,8,0.002806168
1,17,9,0.000319395
1,17,10,0.036601499
1,17,11,0.008089432
1,17,12,0.005331746
1,17,13,0.00289512
1,17,14,0.001352489
1,17,15,0.00096416
1,17,16,0.000245236
1,17,17,0.834753654
1,17,18,0.000104101
1,17,19,8.49307E-05
1,17,20,0.000204561
1,17,21,0.011021319
1,17,22,0.000457214
1,17,23,4.54164E-06
1,17,24,0.000214859
1,17,25,0.000472463
1,17,26,0.007587467
1,17,27,4.90439E-05
1,17,28,0.003543317
1,17,29,0.003893269
1,17,30,0.009724271
1,17,31,0.044552431
1,18,1,0.000788091
1,18,2,0.005671771
1,18,3,3.28093E-05
1,18,4,0.001910758
1,18,5,0.007187142
1,18,6,0.000477882
1,18,7,0.009849153
1,18,8,0.000275469
1,18,9,9.69755E-05
1,18,10,0.000612799
1,18,11,0.000601801
1,18,12,0.000286749
1,18,13,7.4399E-06
1,18,14,0.000660776
1,18,15,0.00210899
1,18,16,6.31598E-05
1,18,17,0.000152543
1,18,18,0.876773842
1,18,19,0.003702871
1,18,20,0.00055099
1,18,21,0.000961915
1,18,22,0.00301481
1,18,23,0.000414165
1,18,24,4.48522E-05
1,18,25,0.000303441
1,18,26,0.000186664
1,18,27,5.14635E-06
1,18,28,0.000209239
1,18,29,0.000340448
1,18,30,0.051558786
1,18,31,0.031148518
1,19,1,3.52276E-05
1,19,2,0.008948153
1,19,3,0.000124719
1,19,4,0.001413921
1,19,5,0.008526873
1,19,6,0.003110989
1,19,7,0.024342399
1,19,8,0.000409169
1,19,9,0.000957776
1,19,10,0.000210057
1,19,11,0.000227214
1,19,12,0.000552096
1,19,13,8.80279E-06
1,19,14,0.000220376
1,19,15,0.001732712
1,19,16,4.21174E-05
1,19,17,0.000125104
1,19,18,0.001417741
1,19,19,0.875252736
1,19,20,0.000273232
1,19,21,0.000261347
1,19,22,0.006940481
1,19,23,9.91357E-05
1,19,24,1.68167E-06
1,19,25,0.000348806
1,19,26,6.56992E-05
1,19,27,1.9934E-05
1,19,28,0.000374188
1,19,29,3.90572E-05
1,19,30,0.038183318
1,19,31,0.025734937
1,20,1,0.000777139
1,20,2,0.000360365
1,20,3,4.43337E-05
1,20,4,0.000530889
1,20,5,0.005964827
1,20,6,0.001258796
1,20,7,2.36622E-05
1,20,8,0.000353195
1,20,9,5.27249E-06
1,20,10,0.000628543
1,20,11,0.000915925
1,20,12,5.37629E-05
1,20,13,1.13807E-06
1,20,14,2.68725E-05
1,20,15,0.000209103
1,20,16,1.24597E-06
1,20,17,0.000151476
1,20,18,8.2207E-06
1,20,19,3.3905E-06
1,20,20,0.929106447
1,20,21,0.000986092
1,20,22,0.00015805
1,20,23,9.61948E-06
1,20,24,2.96669E-06
1,20,25,4.35896E-06
1,20,26,7.30882E-05
1,20,27,0
1,20,28,3.66963E-05
1,20,29,0.000335731
1,20,30,0.054710765
1,20,31,0.003258028
1,21,1,0.009546863
1,21,2,0.001717941
1,21,3,0.001344051
1,21,4,0.015151815
1,21,5,0.00366236
1,21,6,0.006907457
1,21,7,0.004484265
1,21,8,0.004432585
1,21,9,9.2332E-05
1,21,10,0.040312367
1,21,11,0.033557186
1,21,12,0.002797103
1,21,13,0.001217225
1,21,14,0.002480528
1,21,15,0.002809561
1,21,16,0.001381805
1,21,17,0.004310388
1,21,18,0.000297094
1,21,19,0.000168992
1,21,20,0.000632436
1,21,21,0.718483638
1,21,22,0.000458839
1,21,23,0.001242123
1,21,24,0.000455155
1,21,25,0.002068711
1,21,26,0.021611454
1,21,27,0.000263209
1,21,28,0.004383563
1,21,29,0.010844293
1,21,30,0.037090865
1,21,31,0.065793797
1,22,1,0.00010248
1,22,2,0.012423404
1,22,3,3.05105E-05
1,22,4,0.000677529
1,22,5,0.001034302
1,22,6,0.000257373
1,22,7,0.001624271
1,22,8,8.85347E-05
1,22,9,0
1,22,10,0.000157361
1,22,11,0.000150063
1,22,12,0.000139613
1,22,13,7.13192E-06
1,22,14,0.000629784
1,22,15,0.00124532
1,22,16,3.86062E-05
1,22,17,6.23823E-05
1,22,18,0.000830904
1,22,19,1.62658E-05
1,22,20,3.99868E-05
1,22,21,0.000877232
1,22,22,0.959763318
1,22,23,2.1289E-06
1,22,24,3.45451E-06
1,22,25,8.69589E-05
1,22,26,0.000137234
1,22,27,7.81555E-06
1,22,28,0.00045251
1,22,29,0.000246437
1,22,30,0.006485327
1,22,31,0.01238176
1,23,1,0.002071613
1,23,2,0.000474637
1,23,3,7.03549E-06
1,23,4,0.005436659
1,23,5,0.000401802
1,23,6,0.001926916
1,23,7,0.000101895
1,23,8,0.007691739
1,23,9,0.000338485
1,23,10,0.002015721
1,23,11,0.002997901
1,23,12,9.43881E-05
1,23,13,0.000229818
1,23,14,0.00043105
1,23,15,0.00024849
1,23,16,0.000669703
1,23,17,0.006033293
1,23,18,7.11337E-05
1,23,19,2.42866E-05
1,23,20,0.000131831
1,23,21,0.01139423
1,23,22,0.000439125
1,23,23,0.904906891
1,23,24,0.000251612
1,23,25,0.00110961
1,23,26,0.007581735
1,23,27,0.007568848
1,23,28,0.001107085
1,23,29,0.002473767
1,23,30,0.01176364
1,23,31,0.020005059
1,24,1,0.005528359
1,24,2,0.00136686
1,24,3,0.00045692
1,24,4,0.006561777
1,24,5,0.001817401
1,24,6,0.000709731
1,24,7,0.000875673
1,24,8,0.000807046
1,24,9,4.14578E-07
1,24,10,0.04832087
1,24,11,0.002771658
1,24,12,0.000313241
1,24,13,0.000129138
1,24,14,0.000498303
1,24,15,7.71494E-05
1,24,16,0.000326697
1,24,17,0.002537658
1,24,18,0.000104446
1,24,19,0.000198818
1,24,20,0.000142143
1,24,21,0.006862609
1,24,22,6.87286E-05
1,24,23,0.000158638
1,24,24,0.821658928
1,24,25,0.000584529
1,24,26,0.025356416
1,24,27,1.8921E-05
1,24,28,0.003035018
1,24,29,0.003860592
1,24,30,0.013554154
1,24,31,0.051297164
1,25,1,0.001816779
1,25,2,0.001417663
1,25,3,0.000148736
1,25,4,0.000564493
1,25,5,0.005326475
1,25,6,5.04012E-05
1,25,7,0.002874229
1,25,8,0.000179607
1,25,9,0
1,25,10,0.002039719
1,25,11,0.001414106
1,25,12,1.40349E-05
1,25,13,6.4948E-05
1,25,14,0.000697133
1,25,15,0.00275588
1,25,16,3.07914E-05
1,25,17,0.000147651
1,25,18,0.000196369
1,25,19,0.00017458
1,25,20,1.66842E-05
1,25,21,0.000956043
1,25,22,0.000181416
1,25,23,2.30064E-06
1,25,24,2.1753E-06
1,25,25,0.927825604
1,25,26,6.30739E-05
1,25,27,1.5835E-06
1,25,28,0.000627543
1,25,29,0.000518316
1,25,30,0.024522702
1,25,31,0.025368963
1,26,1,0.002856136
1,26,2,0.001691057
1,26,3,8.19922E-05
1,26,4,0.005547372
1,26,5,0.001621283
1,26,6,0.001629354
1,26,7,0.000958402
1,26,8,0.002187799
1,26,9,1.71894E-05
1,26,10,0.027498335
1,26,11,0.002175048
1,26,12,0.000744182
1,26,13,6.36765E-05
1,26,14,0.000338272
1,26,15,0.002267953
1,26,16,0.001605228
1,26,17,0.00307895
1,26,18,8.07232E-05
1,26,19,6.70454E-05
1,26,20,0.000530649
1,26,21,0.005446517
1,26,22,0.000317487
1,26,23,0.001577316
1,26,24,0.002092886
1,26,25,0.000779388
1,26,26,0.889135517
1,26,27,9.36348E-06
1,26,28,0.001414862
1,26,29,0.005903338
1,26,30,0.016155426
1,26,31,0.022127253
1,27,1,0.001568075
1,27,2,0.001751426
1,27,3,0.0002428
1,27,4,0.007206023
1,27,5,0.001373781
1,27,6,0.002098539
1,27,7,0.000262967
1,27,8,0.012537598
1,27,9,0.002676592
1,27,10,0.004402432
1,27,11,0.00770621
1,27,12,0.000358186
1,27,13,0.000495527
1,27,14,0.000287715
1,27,15,0.000404047
1,27,16,0.000257781
1,27,17,0.006777632
1,27,18,0.000134058
1,27,19,1.23054E-05
1,27,20,0.000282594
1,27,21,0.023187712
1,27,22,0.000952082
1,27,23,0.008141521
1,27,24,3.76394E-05
1,27,25,0.000746138
1,27,26,0.015144623
1,27,27,0.851924571
1,27,28,0.001519739
1,27,29,0.001286238
1,27,30,0.011071198
1,27,31,0.035152249
1,28,1,0.001564687
1,28,2,0.001225292
1,28,3,4.30847E-05
1,28,4,0.000382978
1,28,5,8.92524E-05
1,28,6,0.000756285
1,28,7,0.000444598
1,28,8,5.45916E-05
1,28,9,0.000479463
1,28,10,0.000863943
1,28,11,0.002926568
1,28,12,0.000724011
1,28,13,0.000147005
1,28,14,0.00029147
1,28,15,0.00034513
1,28,16,1.69733E-05
1,28,17,0.00022984
1,28,18,1.34553E-05
1,28,19,2.33171E-06
1,28,20,1.99416E-05
1,28,21,0.000419055
1,28,22,0.000407318
1,28,23,0.000173353
1,28,24,0
1,28,25,0.00085422
1,28,26,0.000336121
1,28,27,0.000144136
1,28,28,0.967766506
1,28,29,8.62437E-05
1,28,30,0.005868933
1,28,31,0.013323213
1,29,1,0.002313526
1,29,2,0.00191112
1,29,3,4.68465E-05
1,29,4,0.005563153
1,29,5,0.004224331
1,29,6,0.001356068
1,29,7,0.002354417
1,29,8,0.002098562
1,29,9,0.000496402
1,29,10,0.023222676
1,29,11,0.00553642
1,29,12,0.000399179
1,29,13,0.000106888
1,29,14,0.003571729
1,29,15,0.002117927
1,29,16,0.008321758
1,29,17,0.004703605
1,29,18,0.000298941
1,29,19,2.30446E-05
1,29,20,0.000323901
1,29,21,0.020736823
1,29,22,0.001479904
1,29,23,0.000850632
1,29,24,0.01348046
1,29,25,0.006288772
1,29,26,0.001482383
1,29,27,0.000125328
1,29,28,0.002929841
1,29,29,0.823134458
1,29,30,0.016285361
1,29,31,0.044215541
1,30,1,0.000583818
1,30,2,0.000651889
1,30,3,2.31093E-06
1,30,4,0.003210478
1,30,5,0.012824663
1,30,6,0.0031059
1,30,7,0.001178019
1,30,8,0.000224067
1,30,9,0.000247629
1,30,10,0.000301709
1,30,11,0.00039223
1,30,12,0.000402124
1,30,13,1.00374E-05
1,30,14,0.001531512
1,30,15,0.004033116
1,30,16,9.58155E-05
1,30,17,0.000234995
1,30,18,0.000313756
1,30,19,0.000119619
1,30,20,0.011018265
1,30,21,0.001687945
1,30,22,0.000502248
1,30,23,2.13608E-05
1,30,24,2.2803E-05
1,30,25,0.000141629
1,30,26,0.000272233
1,30,27,7.94339E-05
1,30,28,0.001340537
1,30,29,0.000234133
1,30,30,0.933777264
1,30,31,0.021438459
1,31,1,0.001072235
1,31,2,0.004721624
1,31,3,0.000194329
1,31,4,0.000750763
1,31,5,0.001842916
1,31,6,0.000354219
1,31,7,0.004333841
1,31,8,0.000490484
1,31,9,0.000168882
1,31,10,0.00203094
1,31,11,0.001618002
1,31,12,0.000602745
1,31,13,0.000337568
1,31,14,0.001335102
1,31,15,0.001545949
1,31,16,0.000158054
1,31,17,0.000651349
1,31,18,0.000404813
1,31,19,0.000186317
1,31,20,4.96918E-05
1,31,21,0.001178869
1,31,22,0.000672875
1,31,23,4.72841E-05
1,31,24,1.83555E-05
1,31,25,0.000279808
1,31,26,0.000529314
1,31,27,2.29387E-05
1,31,28,0.001533427
1,31,29,0.000712941
1,31,30,0.015473349
1,31,31,0.956681019
2,1,1,0.950212471
2,1,2,0.001328568
2,1,3,0
2,1,4,0.020292156
2,1,5,0.000759
2,1,6,0.000657146
2,1,7,0.0004426
2,1,8,0
2,1,9,0
2,1,10,6.14014E-05
2,1,11,9.08625E-05
2,1,12,0
2,1,13,0
2,1,14,1.32892E-06
2,1,15,0
2,1,16,0
2,1,17,0.000177879
2,1,18,9.20166E-07
2,1,19,0
2,1,20,0.000369421
2,1,21,4.20725E-05
2,1,22,0
2,1,23,0
2,1,24,2.32596E-06
2,1,25,0.002030246
2,1,26,2.69784E-05
2,1,27,4.87018E-06
2,1,28,0
2,1,29,5.86084E-05
2,1,30,0.006006215
2,1,31,0.01743493
2,2,1,0.000414792
2,2,2,0.894547316
2,2,3,3.41081E-06
2,2,4,0.00052135
2,2,5,0.000409878
2,2,6,7.27543E-05
2,2,7,0.000383343
2,2,8,0
2,2,9,6.89153E-06
2,2,10,7.17854E-05
2,2,11,9.89961E-05
2,2,12,3.11688E-05
2,2,13,0
2,2,14,0.000854639
2,2,15,0.017248727
2,2,16,7.8426E-05
2,2,17,8.90915E-05
2,2,18,0.000807492
2,2,19,2.27213E-06
2,2,20,0
2,2,21,4.07511E-05
2,2,22,0.008215203
2,2,23,9.15426E-05
2,2,24,5.58072E-06
2,2,25,0.000286845
2,2,26,1.50561E-07
2,2,27,8.75539E-06
2,2,28,2.18825E-05
2,2,29,0.000262343
2,2,30,0.002119807
2,2,31,0.073304807
2,3,1,0
2,3,2,0.00144629
2,3,3,0.399323908
2,3,4,0.002859647
2,3,5,0.002327941
2,3,6,0.000789261
2,3,7,0.00808262
2,3,8,0.000278458
2,3,9,8.01288E-05
2,3,10,0.001559175
2,3,11,0.033690494
2,3,12,0.000599906
2,3,13,0.001111741
2,3,14,0.00043628
2,3,15,1.92463E-05
2,3,16,0.000226046
2,3,17,0.003102802
2,3,18,7.50912E-05
2,3,19,8.40232E-05
2,3,20,0.004574283
2,3,21,0.00438191
2,3,22,0
2,3,23,0.000571858
2,3,24,3.85203E-05
2,3,25,0.01642838
2,3,26,0.00019091
2,3,27,0.000487121
2,3,28,0.010219189
2,3,29,0.00224859
2,3,30,0.005608521
2,3,31,0.499157657
2,4,1,0.054388108
2,4,2,0.027320362
2,4,3,1.82962E-05
2,4,4,0.553962296
2,4,5,0.010252737
2,4,6,0.017924352
2,4,7,9.85122E-06
2,4,8,5.29543E-07
2,4,9,9.32652E-07
2,4,10,9.7826E-05
2,4,11,0.000662366
2,4,12,3.19269E-05
2,4,13,0
2,4,14,0.001020988
2,4,15,0.000956725
2,4,16,9.65956E-07
2,4,17,0.000149852
2,4,18,2.0191E-05
2,4,19,8.54694E-07
2,4,20,0.009059504
2,4,21,7.4969E-05
2,4,22,0
2,4,23,9.44493E-07
2,4,24,0.000344307
2,4,25,0.006079621
2,4,26,7.55913E-05
2,4,27,0.000273637
2,4,28,7.13774E-05
2,4,29,8.06491E-05
2,4,30,0.038100329
2,4,31,0.279019911
2,5,1,0
2,5,2,0.001936118
2,5,3,8.29495E-05
2,5,4,0.00228379
2,5,5,0.801139737
2,5,6,0.000534139
2,5,7,0.000447839
2,5,8,1.52727E-05
2,5,9,2.72714E-05
2,5,10,2.40472E-05
2,5,11,1.3465E-05
2,5,12,0.000204547
2,5,13,0
2,5,14,0.000344542
2,5,15,0.000947536
2,5,16,4.58894E-06
2,5,17,3.33087E-05
2,5,18,1.78991E-05
2,5,19,1.36382E-06
2,5,20,0.007307951
2,5,21,9.80034E-06
2,5,22,0
2,5,23,0.029712071
2,5,24,0.00106106
2,5,25,0.000288405
2,5,26,0.000150736
2,5,27,0.000194276
2,5,28,2.93027E-05
2,5,29,0.045556029
2,5,30,0.04112586
2,5,31,0.066506095
2,6,1,0.002029626
2,6,2,0.011265841
2,6,3,2.7314E-05
2,6,4,0.000698428
2,6,5,0.005460595
2,6,6,0.813750944
2,6,7,9.93586E-05
2,6,8,3.43206E-07
2,6,9,1.04122E-05
